ima_method_id,ima_method_revision_id,ima_method_assembly_id,ima_level,ima_part_id,ima_part_revision_id,ima_unit_of_measure,ima_part_short_description,ima_part_long_description_text,ima_use_method,ima_source_method_id,ima_source_revision_id,ima_production_notes_text,ima_quantity_per_parent,ima_pull_all_from_stock,ima_documents,ima_created_by,ima_created_date
C006-0537,2,0,1,C006-0537,2,EA,202-9420-0000  REAR COVER: MS31 6RU,202-9420-0000  REAR COVER: MS31 6RU,FALSE,,,Drawing Number - 202-9420-0000PN,1,FALSE,311,,
C006-0539,3,0,1,C006-0539,3,EA,"202-7760-00  MOUNTING PLATE, BLOCKING DIODE","202-7760-00  MOUNTING PLATE, BLOCKING DIODE",FALSE,,,Drawing Number - PN202-7760-00,1,FALSE,313,,
C006-0541,3,0,1,C006-0541,3,EA,"208-8204-00  BRACKET, REACTOR","208-8204-00  BRACKET, REACTOR",FALSE,,,Drawing Number - PN208-8204-00,1,FALSE,5122,,
C006-0544,2,0,1,C006-0544,2,EA,202-8400-50A,202-8400-50A,FALSE,,,"Drawing Number - PN202-8400-50                 
QUALITY ALERT POSTED FOR PEM OPERATION 8/21/17
PEMS ON WRONG SIDE. VERIFY PEMS ARE INSTALLED CORRECTLY.",1,FALSE,4454,,
C006-0546,6,0,1,C006-0546,6,EA,MBC03939X4 BACK PANEL ARE 24,MBC03939X4 BACK PANEL ARE 24,FALSE,,,Drawing Number - MBC3939,1,FALSE,9017,,
C006-0547,5,0,1,C006-0547,5,EA,MBC04123 FRAME WELDMENT,MBC04123 FRAME WELDMENT,FALSE,,,Drawing Number - MBC4123,1,FALSE,320,,
C006-0548,2,0,1,C006-0548,2,EA,202-7707-61A BREAKER PANEL,202-7707-61A BREAKER PANEL,FALSE,,,Drawing Number - 202-7707-61,1,FALSE,321,,
C006-0550,2,0,1,C006-0550,2,EA,"202-7745-30A  FOOT, 30'' FLOOR STAND 12''/24''/30'","202-7745-30A  FOOT, 30'' FLOOR STAND 12''/24''/30''MICRO-ARE",FALSE,,,Drawing Number - PN202-7745-30,1,FALSE,323,,
C006-0556,5,0,1,C006-0556,5,EA,JA02892 PLATE MTG QC BREAKER,JA02892 PLATE MTG QC BREAKER,FALSE,,,Drawing Number - JA02892,1,FALSE,4744,,
C006-0563,4,0,1,C006-0563,4,EA,"202-7707-03  BREAKER PANEL, 480V AC, HIGH INTERRUP","202-7707-03  BREAKER PANEL, 480V AC, HIGH INTERRUPT DC",FALSE,,,Drawing Number - 202-7707-03,1,FALSE,4452,,
C006-0568,2,0,1,C006-0568,2,EA,KBC01233X4 KBC01233 KBC1233 RACK & WALL MTG. BRACK,KBC01233X4 KBC01233 KBC1233 RACK & WALL MTG. BRACKET MBC-751 CABINET,FALSE,,,Drawing Number - KBC1233,1,FALSE,4448,,
C006-0570,4,0,1,C006-0570,4,EA,KBC04112 BRKT PXF ARE1.25 LAM,KBC04112 BRKT PXF ARE1.25 LAM,FALSE,,,Drawing Number - KBC04112,1,FALSE,336,,
C006-0571,2,0,1,C006-0571,2,EA,KBC04758X4 OPTION PNL ARE 1PH 30/36,KBC04758X4 OPTION PNL ARE 1PH 30/36,FALSE,,,Drawing Number - KBC-4758,1,FALSE,4923,,
C006-0573,6,0,1,C006-0573,6,EA,MBC04126X4 MBC04126 MBC4126 FRAME - WELDMENT MBC-3,MBC04126X4 MBC04126 MBC4126 FRAME - WELDMENT MBC-3420 CABINET,FALSE,,,Drawing Number - MBC4126,1,FALSE,4459,,
C006-0577,3,0,1,C006-0577,3,EA,"KBC03399  BRACKET, TRANSFORMER MOUNTING 8-1/4'' (2","KBC03399  BRACKET, TRANSFORMER MOUNTING 8-1/4'' (2'') CRUCIFORM LAMINATION",FALSE,,,"Drawing Number - KBC03399                      
**NO CORROSION INHIBITOR INCLUDED**",1,FALSE,342,,
C006-0578,2,0,1,C006-0578,2,EA,"KBC03918  BRACKET, TRANSFORMER FR CHARGER 12-3/8 L","KBC03918  BRACKET, TRANSFORMER FR CHARGER 12-3/8 LAMINATION",FALSE,,,"Drawing Number - KBC03918                      
**NO CORROSION INHIBITOR INCLUDED**",1,FALSE,343,,
C006-0580,4,0,1,C006-0580,4,EA,"KBC04076  CARD HOLDER, PC ARE130/6, 1/0","KBC04076  CARD HOLDER, PC ARE130/6, 1/0",FALSE,,,"LASER ETCH P/N ''KBC04076 ISSUE 4'' ON ALL PARTS
Drawing Number - KBC4076",1,FALSE,345,,
C006-0582,2,0,1,C006-0582,2,EA,"202-7729-24A  BRACE, 24'' FLOOR STAND 30'' MICRO-A","202-7729-24A  BRACE, 24'' FLOOR STAND 30'' MICRO-ARE",FALSE,,,Drawing Number - PN202-7729-24,1,FALSE,4520,,
C006-0585,4,0,1,C006-0585,4,EA,"202-7238-00A, 202.7238.00A  FRONT ACCESS HINGED CO","202-7238-00A, 202.7238.00A  FRONT ACCESS HINGED COVER 10.50'' X 23''",FALSE,,,Drawing Number - PN202-7238-00,1,FALSE,348,,
C006-0591,2,0,1,C006-0591,2,EA,KBC05724  EQUALIZE TIMER ASSEMBLY BRACKET,KBC05724  EQUALIZE TIMER ASSEMBLY BRACKET,FALSE,,,Drawing Number - KBC5724,1,FALSE,352,,
C006-0592,3,0,1,C006-0592,3,EA,208-3525-00A  UL GROUND/TERMINATION 6'' BUS BAR BR,208-3525-00A  UL GROUND/TERMINATION 6'' BUS BAR BRACKET,FALSE,,,"Drawing Number - 208-3525-00                   
**NO DIMPLES REQ'D**",1,FALSE,353,,
C006-0594,4,0,1,C006-0594,4,EA,"208-7071-02A  BRACKET, RIGHT:  FRONT ACCESS GRD/TE","208-7071-02A  BRACKET, RIGHT:  FRONT ACCESS GRD/TERM/LOGO, 10.5''",FALSE,,,Drawing Number - PN208-7071-02,1,FALSE,8042,,
K006-0001,D,0,1,K006-0001,D,EA,102120D MTG PLATE FOR CONTROLLER ENCLOSURE,102120D MTG PLATE FOR CONTROLLER ENCLOSURE,FALSE,,,"***QUALITY ALERT***PARTS WITH SLAG FROM CUT WILL BE REJECTED***
Drawing Number - 102120D                       
-REVISED... CHANGE IN HOLE SIZE

USE RADIUS TOOLING TO PREVENT TOOL MARKS DURING BEND OPERATION.",1,FALSE,11511,,
K006-0002,D,0,1,K006-0002,D,EA,102130D COVER FOR CONTROLLER ENCLOSURE,102130D COVER FOR CONTROLLER ENCLOSURE,FALSE,,,"***QUALITY ALERT***PARTS WITH SLAG FROM CUT WILL BE REJECTED***

Drawing Number - 102130D                       *MINIMIZE DIE MARKS",1,FALSE,11512,,
K006-0003,D,0,1,K006-0003,D,EA,102260D MTG PLATE FOR 102200-01 &-02,102260D MTG PLATE FOR 102200-01 &-02,FALSE,,,"***FRAGILE PACK AND SHIP WITH CARE***

***QUALITY ALERT***PARTS WITH SLAG FROM CUT WILL BE REJECTED***",1,FALSE,11513,,
K006-0007,B,0,1,K006-0007,B,EA,102280B COVER FOR 102200-02,102280B COVER FOR 102200-02,FALSE,,,Drawing Number - C026-0007,1,FALSE,4903,,
C026-0012,E,0,1,C026-0012,E,EA,200120D MOUNTING PLATE,200120D MOUNTING PLATE,FALSE,,,Drawing Number -,1,FALSE,371,,
C026-0013,E,0,1,C026-0013,E,EA,20013E TOP COVER,200130E TOP COVER,FALSE,,,Drawing Number -,1,FALSE,372,,
C026-0022,B,0,1,C026-0022,B,EA,200421B  -  MOUNTING PLATE,200421B  -  MOUNTING PLATE,FALSE,,,Drawing Number - 200421B,1,FALSE,5117,,
C026-0023,B,0,1,C026-0023,B,EA,200422B  -  COVER,200422B  -  COVER,FALSE,,,Drawing Number - 200422B,1,FALSE,5188,,
M047-0070,3,0,1,M047-0070,3,EA,91847,002164-002,FALSE,,,CUSTOMER SUPPLIED .080 5052 ALUMINUM 60X120,1,FALSE,16292,,
D011-0266,2,0,1,D011-0266,2,EA,2.08542E+11,208542141103 FRAME,FALSE,,,Drawing Number - 208-54-21411-0_03,1,FALSE,15502,,
D011-0271,2,0,1,D011-0271,2,EA,2.08542E+11,208-54-21411-15 PLATE,FALSE,,,Drawing Number - 208-54-21411-2_15,1,FALSE,15506,,
F015-0002,5,0,1,F015-0002,5,EA,60241-16 FTSS FORMED LUG,60241-16 FTSS FORMED LUG,FALSE,,,"***MUST PACK IN CUSTOMER SUPPLIED CRATES***

LASER ETCH P/N ''241'' AS SHOWN ON PRINT
Drawing Number - 400241      

60241-16  PART NUMBER CHANGED TO 60241-02-L16 ON 12/26-2019",1,FALSE,8473,,
H001-0242,B,0,1,H001-0242,B,EA,274755-01 - WLDMT BOX CIR FOAM WATER INJECTION,274755-01 - WLDMT BOX CIR FOAM WATER INJECTION,FALSE,,,Drawing Number -,1,FALSE,,,
H030-0087,D,0,1,H030-0087,D,EA,900-1823,900-1823 BASE PLATE,FALSE,,,"TIGHT TOLERANCE, CHECK CLOSELY!",1,FALSE,16138,,
M046-0035,3,0,1,M046-0035,3,EA,S004-0027AH,S004-0027AH HTEX BACK WALL LASER CUT TO PRINT,FALSE,,,"CUSTOMER SUPPLIED 11GA HRPO 72"" X 120""",1,FALSE,16156,,
H026-0001,G,0,1,H026-0001,G,EA,0708545 BASE-3 WIDE VERT,0708545 BASE-3 WIDE VERT,FALSE,,,"IDENTIFY PART NUMBERDrawing Number - 0708545_G                     ***MTR'S MUST BE FILED FOR ALL PARTS.***
**MWS LASER ETCH PART NUMBER AND REVISION NUMBER**
***MWS TO ADD LASER ETCHING FOR WELD LOCATIONS PER CUSTOMER REQUEST - SEE WRITTEN-IN NOTES FOR DETAILS***",1,FALSE,5617,,
H026-0004,L,0,1,H026-0004,L,EA,0712503 PANEL-TOP REAR LARGE,0712503 PANEL-TOP REAR LARGE,FALSE,,,"IDENTIFY PART NUMBERDrawing Number - 0712503_L                     ***MTR'S MUST BE FILED FOR ALL PARTS.***

**MWS LASER ETCH PART NUMBER AND REVISION NUMBER**",1,FALSE,4931,,
H026-0005,F,0,1,H026-0005,F,EA,0712384 LINER CTL PNL MED LG (A),0712384 LINER CTL PNL MED LG (A),FALSE,,,"IDENTIFY PART NUMBER
Drawing Number - 0712384_F                     
***MTR'S MUST BE FILED FOR ALL PARTS.***",1,FALSE,969,,
H026-0007,J,0,1,H026-0007,J,EA,0712501 PANEL-TOP REAR MDM,0712501 PANEL-TOP REAR MDM,FALSE,,,"IDENTIFY PART NUMBERDrawing Number - 0712501_J                     

**MWS LASER ETCH PART NUMBER AND REVISION NUMBER**",1,FALSE,971,,
H026-0008,B,0,1,H026-0008,B,EA,2H05734001 SUPPORT-LH&RH H/D 8 COMPR,2H05734001 SUPPORT-LH&RH H/D 8 COMPR,FALSE,,,"IDENTIFY PART NUMBERDrawing Number - 2H05734001_B                  ***MTR'S MUST BE FILED FOR ALL PARTS.***

**MWS LASER ETCH PART NUMBER AND REVISION NUMBER**",1,FALSE,972,,
H026-0009,C,0,1,H026-0009,C,EA,2H05731001 SUPPORT-HEAVY DUTY 8 COMPR LH,2H05731001 SUPPORT-HEAVY DUTY 8 COMPR LH,FALSE,,,"IDENTIFY PART NUMBERDrawing Number - 2H05731001_C                  ***MTR'S MUST BE FILED FOR ALL PARTS.***

**MWS LASER ETCH PART NUMBER AND REVISION NUMBER**",1,FALSE,4131,,
H026-0011,K,0,1,H026-0011,K,EA,0712499 TOP-REAR SMALL,0712499 TOP-REAR SMALL,FALSE,,,"IDENTIFY PART NUMBERDrawing Number - 0712499_J                     ***MTR'S MUST BE FILED FOR ALL PARTS.***

**MWS LASER ETCH PART NUMBER AND REVISION NUMBER**",1,FALSE,974,,
H026-0012,D,0,1,H026-0012,D,EA,0365849 PAN DRAIN 3W HRPO 10GA,0365849 PAN DRAIN 3W HRPO 10GA,FALSE,,,Drawing Number - 0365849001_D                  *****LASER ETCH PART NUMBER AND REVISION NUMBER ON FLANGE OR BACK SIDE***MTR'S MUST BE FILED FOR ALL PARTS.***,1,FALSE,975,,
H026-0013,E,0,1,H026-0013,E,EA,0365864000 RETAINER-ISO PNL,0365864000 RETAINER-ISO PNL,FALSE,,,Drawing Number - 0365864000_E                  *****MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER ON FLANGE OR BACK SIDE******MTR'S MUST BE FILED FOR ALL PARTS.***,1,FALSE,4789,,
H026-0014,E,0,1,H026-0014,E,EA,0370354001 BRACKET-RETAINER ISO,0370354001 BRACKET-RETAINER ISO,FALSE,,,Drawing Number - 0370354001_E                  *****MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER ON FLANGE OR BACK SIDE******MTR'S MUST BE FILED FOR ALL PARTS.***,1,FALSE,4314,,
H026-0015,N,0,1,H026-0015,N,EA,0370365001 LINER-FRONT PANEL,0370365001 LINER-FRONT PANEL,FALSE,,,Drawing Number - 0370365001_N                  ***MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER ON FLANGE OR BACK SIDE***MTR'S MUST BE FILED FOR ALL PARTS.***,1,FALSE,5099,,
H026-0016,K,0,1,H026-0016,K,EA,0370370 LINER UPR FRT PNL3W V/H G9020G,0370370 LINER UPR FRT PNL3W V/H G9020G,FALSE,,,"Drawing Number - 0370370000_K                  
***PART MUST BE IDENTIFIED WITH LASER ETCHING ON FLANGE OR BACK SIDE***
***MTR'S MUST BE FILED FOR ALL PARTS.***",1,FALSE,5215,,
H026-0017,D,0,1,H026-0017,D,EA,0417591 BRACKET-PLATE STL .1875,0417591 BRACKET-PLATE STL .1875,FALSE,,,Drawing Number - 0417591_D                     **MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER ON FLANGE OR BACK SIDE******MTR'S MUST BE FILED FOR ALL PARTS.***,1,FALSE,980,,
H026-0018,M,0,1,H026-0018,M,EA,0712367 BASE STD MED ID OD,0712367 BASE STD MED ID OD,FALSE,,,Drawing Number - 0712367_M,1,FALSE,981,,
H026-0021,B,0,1,H026-0021,B,EA,2H07745001 UPRIGHT SHORT LH,2H07745001 UPRIGHT SHORT LH,FALSE,,,Drawing Number - 2H07745001_B                  **MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER ON FLANGE OR BACK SIDE******MTR'S MUST BE FILED FOR ALL PARTS.***,1,FALSE,984,,
H026-0022,N,0,1,H026-0022,N,EA,0708537 PANEL-CTL MTG 3 WIDE VERT,0708537 PANEL-CTL MTG 3 WIDE VERT,FALSE,,,Drawing Number - 0708537                       **MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER ON FLANGE OR BACK SIDE******MTR'S MUST BE FILED FOR ALL PARTS.***,1,FALSE,985,,
H026-0023,E,0,1,H026-0023,E,EA,0708543 COVER-DISCONNECT 400V,0708543 COVER-DISCONNECT 400V,FALSE,,,Drawing Number - 0708543                       **MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER ON FLANGE OR BACK SIDE******MTR'S MUST BE FILED FOR ALL PARTS.***,1,FALSE,986,,
H026-0024,B,0,1,H026-0024,B,EA,2H07742001 PLATE FLAT UPRIGHT PROTOCOL,2H07742001 PLATE FLAT UPRIGHT PROTOCOL,FALSE,,,Drawing Number - 2H07742001                     **MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER ON FLANGE OR BACK SIDE******MTR'S MUST BE FILED FOR ALL PARTS.*****.250'' HOLE NOT NEEDED**,1,FALSE,4317,,
H026-0025,R,0,1,H026-0025,R,EA,0365851000 CORNER-LEG 80'',0365851000 CORNER-LEG 80'',FALSE,,,Drawing Number - 0365851                       **MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER TO INSIDE OF BENT PART******MTR'S MUST BE FILED FOR ALL PARTS.***,1,FALSE,4313,,
H026-0026,C,0,1,H026-0026,C,EA,0712527 LEG-CENTER MDM/LGE,0712527 LEG-CENTER MDM/LGE,FALSE,,,Drawing Number - 0712527_C                     **MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER ON FLANGE OR BACK SIDE******MTR'S MUST BE FILED FOR ALL PARTS.*****OVERALLLENGTH CAN RUN SMALL BUT NOT BIG**,1,FALSE,989,,
H026-0027,D,0,1,H026-0027,D,EA,2H07744001 CORNER-SHORT RH,2H07744001 CORNER-SHORT RH,FALSE,,,Drawing Number - 2H07744001_D                  **MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER ON FLANGE OR BACK SIDE******MTR'S MUST BE FILED FOR ALL PARTS.***,1,FALSE,990,,
H026-0028,C,0,1,H026-0028,C,EA,0374216 BRACE SHIPPING,0374216 BRACE SHIPPING,FALSE,,,Drawing Number - 0374216000_C                  **MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER ON FLANGE OR BACK SIDE******MTR'S MUST BE FILED FOR ALL PARTS.***,1,FALSE,4132,,
H026-0029,C,0,1,H026-0029,C,EA,2H07739001 SUPPORT-UPRIGHT SHORT,2H07739001 SUPPORT-UPRIGHT SHORT,FALSE,,,Drawing Number - 2H07739001_C                  **MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER ON FLANGE OR BACK SIDE******MTR'S MUST BE FILED FOR ALL PARTS.***,1,FALSE,992,,
H026-0030,H,0,1,H026-0030,H,EA,0712370 BASE STD LARGE RH,0712370 BASE STD LARGE RH,FALSE,,,Drawing Number - 0712370_H                     **MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER ON FLANGE OR BACK SIDE******MTR'S MUST BE FILED FOR ALL PARTS.***,1,FALSE,993,,
H026-0031,F,0,1,H026-0031,F,EA,0712377 PSNEL - TOP CONT SM,0712377 PSNEL - TOP CONT SM,FALSE,,,"Drawing Number - 0712377_F                     
***PART MUST BE IDENTIFIED WITH LASER ETCHING ON FLANGE OR BACK SIDE***",1,FALSE,994,,
H026-0032,E,0,1,H026-0032,E,EA,0708506 PANEL-CONT PLATE TOP,0708506 PANEL-CONT PLATE TOP,FALSE,,,"Drawing Number - 0708506_E                     **OVERALL LENGTH CAN BE SMALL, NOT BIG. OVERALL WIDTH FROM TABS CAN BE SMALL, NOT BIG. FITS INSIDE A BOX.

**MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER**",1,FALSE,5216,,
H026-0034,C,0,1,H026-0034,C,EA,2H05736001 STIFFENER-TOP PLATE H/D,2H05736001 STIFFENER-TOP PLATE H/D,FALSE,,,"Drawing Number - 2H05736001                    

**MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER**",1,FALSE,4316,,
H026-0035,D,0,1,H026-0035,D,EA,0705186 LINER-PNL 27X20,0705186 LINER-PNL 27X20,FALSE,,,"Drawing Number - 0705186           

**MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER**",1,FALSE,4401,,
H026-0036,E,0,1,H026-0036,E,EA,0705189 LINER-PNL 27 X 74,0705189 LINER-PNL 27 X 74,FALSE,,,"Drawing Number - 0705189                       
CUSTOMER PART NUMBER TO BE ETCHED ON PART.",1,FALSE,999,,
H026-0039,B,0,1,H026-0039,B,EA,3059429  DEADFRONT-DOUBLE ROW,3059429  DEADFRONT-DOUBLE ROW,FALSE,,,"LASER ETCH P/N 3059429Drawing Number - 3059429                       QUALITY ALERT POSTED FOR LASERT DEPT. 8/17/18ISSUE - KNOCKOUT TABS NOT CUT SO THAT THE CUSTOMER CAN EASILY REMOVEVERIFY KNOCKOUTS ARE CUT PROPERLY SO THAT THEY CAN BE EASILY REMOVED BY CUSTOMER.
**MWS TO LASER ETCH PART NUMBER AND REVISION NUMBER**",1,FALSE,1002,,
K007-0134,B,0,1,K007-0134,B,EA,T9452MT12 HORIZONTAL Z BRACKET 14 RUNS OF COAX/SLO,T9452MT12 HORIZONTAL Z BRACKET 14 RUNS OF COAX/SLOTS,FALSE,,,Drawing Number - T9452MT12,1,FALSE,1129,,
K007-0220,D,0,1,K007-0220,D,EA,K3415KT24 - 4 POST SUPPORT ANGLE FOR 24 BRIDGE,K3415KT24 - 4 POST SUPPORT ANGLE FOR 24 BRIDGE,FALSE,,,Drawing Number - K3415KT24,1,FALSE,5719,,
K007-0326,B,0,1,K007-0326,B,EA,T3599KT09 LADDER RUNG 27'',T3599KT09 LADDER RUNG 27'',FALSE,,,Drawing Number - T03599KT09,1,FALSE,8892,,
K007-0349,C,0,1,K007-0349,C,EA,"T3100KT23 CHANNEL, W/9-.75 HOLES, 23'' LONG","T3100KT23 CHANNEL, W/9-.75 HOLES, 23'' LONG",FALSE,,,"Drawing Number - T3100KT23                     
CUT AND FORMED SHEET",1,FALSE,4379,,
K007-0363,C,0,1,K007-0363,C,EA,K1515KT-01 SLIDER SLEEVE ROUND PLATFORM,K1515KT-01 SLIDER SLEEVE ROUND PLATFORM,FALSE,,,"Drawing Number - K1515KT-01                    
QUALITY ALERT POSTED FOR WELDING 10/13/16
ISSUE - CENTER BEAM NOT CENTERED. VERIFY 33.5 DIMENSION",1,FALSE,1164,,
K007-0364,B,0,1,K007-0364,B,EA,K1515KT-02 SWIVEL PIPE WELDMENT ROUND PLATFORM,K1515KT-02 SWIVEL PIPE WELDMENT ROUND PLATFORM,FALSE,,,"Drawing Number - K1515KT-02                    
***SEPERATE PARTS BY P/N AFTER GALVANIZING, DO NOT DELIVER MIXED PARTS***",1,FALSE,1165,,
K007-0414,B,0,1,K007-0414,B,EA,"T3599KT04 CABLE LADDER RUNG, 12'' 4 HOLE","T3599KT04 CABLE LADDER RUNG, 12'' 4 HOLE",FALSE,,,Drawing Number - T3599KT04,1,FALSE,4127,,
K007-0425,C,0,1,K007-0425,C,EA,T9410KT CLUSTER SUPPORT BRACKET,T9410KT CLUSTER SUPPORT BRACKET,FALSE,,,Drawing Number - T9410KT,1,FALSE,4774,,
K007-1392,C,0,1,K007-1392,C,EA,"K1690KTL-03  CHANNEL FOR SECTOR FRAME, LONG","K1690KTL-03  CHANNEL FOR SECTOR FRAME, LONG",FALSE,,,Drawing Number - K1690KTL-03,1,FALSE,1288,,
L005-0433,B,0,1,L005-0433,B,EA,15I A 100 04B  FLOOR SUPPORT CROSS BRACE T750,15I A 100 04B  FLOOR SUPPORT CROSS BRACE T750,FALSE,,,Drawing Number - 15I A 100 04B,1,FALSE,1387,,
M026-0057,D,0,1,M026-0057,D,EA,"1505-6526-01C4 - GAS PIPE SUPPORT LX (L)-(150,200)","1505-6526-01C4 - GAS PIPE SUPPORT LX (L)-(150,200)",FALSE,,,Drawing Number - 1505-6526-01C4,1,FALSE,1568,,
M026-0076,C,0,1,M026-0076,C,EA,4005-1580-00C3 - SIDE BAR NEW LX-300-07 REV.C (FLA,4005-1580-00C3 - SIDE BAR NEW LX-300-07 REV.C (FLAT BLACK),FALSE,,,Drawing Number - 4005-1580-00C3,1,FALSE,4123,,
M026-0080,1,0,1,M026-0080,1,EA,4005-6658-01C4 - PIPE SUPPORT PLATE NEW LX(H)-300-,4005-6658-01C4 - PIPE SUPPORT PLATE NEW LX(H)-300-07(FLAT BLACK),FALSE,,,Drawing Number - 4005-6658-01C4,1,FALSE,1580,,
M026-0085,B,0,1,M026-0085,B,EA,"SP04-0501-00C4 SILENCER SUPPORT (1) LX,LXL,LXW FOR","SP04-0501-00C4 SILENCER SUPPORT (1) LX,LXL,LXW FORMED ANGLE",FALSE,,,Drawing Number - SP04-0501-00C4,1,FALSE,1581,,
M026-0094,C,0,1,M026-0094,C,EA,4005-6644-01C4 - DAMPER BASE PLATE(1) NEW LX300 (F,4005-6644-01C4 - DAMPER BASE PLATE(1) NEW LX300 (FLAT BLACK PRICING REMOVED),FALSE,,,Drawing Number - 4005-6655-02C4,1,FALSE,5150,,
M026-0137,C,0,1,M026-0137,C,EA,SP04-0601-00C4 - SILENCER SUPPORT (2),SP04-0601-00C4 - SILENCER SUPPORT (2),FALSE,,,"Drawing Number - SP04-0601-00C4                
CUT AND FORMED PLATE",1,FALSE,"1597
11623
11624
11625",,
M026-0143,B,0,1,M026-0143,B,EA,2005-6361-00C4 - DAMPER PLATE,2005-6361-00C4 - DAMPER PLATE,FALSE,,,Drawing Number - 2005-6361-00C4,1,FALSE,8357,,
M026-0148,2,0,1,M026-0148,2,EA,3005-6460-02C4 - IGNITOR BASE,3005-6460-02C4 - IGNITOR BASE,FALSE,,,Drawing Number - 3005-6460-02C4,1,FALSE,1600,,
M026-0168,10,0,1,M026-0168,10,EA,4001-2216-10C4 - SEPARATION PLATE,4001-2216-10C4 - SEPARATION PLATE,FALSE,,,Drawing Number - 4001-2216-03C4,1,FALSE,4778,,
M026-0169,1,0,1,M026-0169,1,EA,4002-2015-01C4 - FEEDWATER PIPE FLOW GUIDE,4002-2015-01C4 - FEEDWATER PIPE FLOW GUIDE,FALSE,,,Drawing Number - 4002-2015-01C4,1,FALSE,1604,,
M026-0182,L,0,1,M026-0182,L,EA,4001-6109-03C4 - MICRO SWITCH BASE,4001-6109-03C4 - MICRO SWITCH BASE,FALSE,,,"Drawing Number - 4001-6109-03C4                
REMOVED THE HI TEMP PAINTING ON 7-6-15 BLP",1,FALSE,4423,,
M026-0257,11,0,1,M026-0257,11,EA,4008-6105-11C4 - BURNER TOP PLATE (1),4008-6105-11C4 - BURNER TOP PLATE (1),FALSE,,,Drawing Number - 4008-6105-11C4,1,FALSE,1609,,
M026-0270,D,0,1,M026-0270,D,EA,4005-6761-00C4 - BURNER HOLDER PLATE (2),4005-6761-00C4 - BURNER HOLDER PLATE (2),FALSE,,,Drawing Number - 4005-6760-00C4,1,FALSE,1613,,
M026-0284,B,0,1,M026-0284,B,EA,4005-1900-00C4 - THERMISTOR HOLDER,4005-1900-00C4 - THERMISTOR HOLDER,FALSE,,,Drawing Number - 4005-1900-00C4,1,FALSE,4609,,
M026-0304,B,0,1,M026-0304,B,EA,3009-8883-03C4 - DOOR PANEL COVER - BRIGHT ARGENT,3009-8883-03C4 - DOOR PANEL COVER - BRIGHT ARGENT SILVER,FALSE,,,Drawing Number - 3009-8883-03C4,1,FALSE,1617,,
M026-0305,C,0,1,M026-0305,C,EA,3009-8869-01C4 - DOOR LOCK BRACKET - SKY WHITE,3009-8869-01C4 - DOOR LOCK BRACKET - SKY WHITE,FALSE,,,Drawing Number - 3009-8869-01C4,1,FALSE,,,
M026-0425,E,0,1,M026-0425,E,EA,3001-9057-00C4  2 1/2'' PIPE COVER (CUT IN 2 PIECE,3001-9057-00C4  2 1/2'' PIPE COVER (CUT IN 2 PIECES),FALSE,,,"Drawing Number - 3001-9057-00C4                
**20 PIECE ORDER YIELDS 40 TOTAL PHYSICAL PIECES**",1,FALSE,1622,,
M026-0426,D,0,1,M026-0426,D,EA,1501-9056-00C4  1'' PIPE COVER,1501-9056-00C4  1'' PIPE COVER,FALSE,,,Drawing Number - 1501-9056-00C4,1,FALSE,6180,,
M026-0435,1,0,1,M026-0435,1,EA,3005-6139-01S3  MAIN GAS ORIFICE,3005-6139-01S3  MAIN GAS ORIFICE,FALSE,,,"Drawing Number - 3005-6139-01s3   

LASER ETCH HOLE SIZE PER NOTES 1 & 2",1,FALSE,1624,,
M030-0003,C,0,1,M030-0003,C,EA,137147403 SLD STKR SEE DOOR REAR (PLATED PART),137147403 SLD STKR SEE DOOR REAR (PLATED PART),FALSE,,,Drawing Number - 137147403,1,FALSE,4926,,
M030-0004,C,0,1,M030-0004,C,EA,137147404 GDE ANG STKR,137147404 GDE ANG STKR,FALSE,,,"Drawing Number - 137147404                     
****VERIFY THREAD QUALITY 1 PER 20PCS USING 10-32 BOLT OR GO-NOGO GAGE. POSTED 7/21/17

QUALITY ALERT POSTED 11/29/16
PARTS MISSING TAPPING PROCESS",1,FALSE,1716,,
M030-0005,D,0,1,M030-0005,D,EA,137147405 HSG STRKR RR,137147405 HSG STRKR RR,FALSE,,,Drawing Number - 137147405,1,FALSE,1717,,
M030-0006,C,0,1,M030-0006,C,EA,137147420 PLT MTG PUL (PLATED PART),137147420 PLT MTG PUL (PLATED PART),FALSE,,,,1,FALSE,4927,,
